id,username,counter,from_messages,channel_request,channel_req_targeted_by,source
1406639052,DineshJDSouza,223,222,1,{'channels': ['self']},"['TrumpChannel', 'DineshJDSouza']"
1378759358,LarryElder,2,2,0,{'channels': ['self']},['TrumpChannel']
1215210548,KyleBecker,1,1,0,{'channels': ['self']},['TrumpChannel']
1481668064,MiniAOC,7,7,0,{'channels': ['self']},['TrumpChannel']
1445204459,SarahHuckabee,2,2,0,{'channels': ['self']},['TrumpChannel']
1282476287,TedCruzTX,3,3,0,{'channels': ['self']},['TrumpChannel']
1469367369,BenShapiroGang,8,8,0,{'channels': ['self']},"['TrumpChannel', 'TrumpJr']"
1332262008,TrumpSupportersGroup,6,6,0,{'channels': ['self']},['TrumpChannel']
1343572701,NTDNews,6,6,0,{'channels': ['self']},['TrumpChannel']
1330128221,NTDNewsChat,1,0,1,{'channels': ['NTDNews']},['TrumpChannel']
1490966154,VernonJones,1,1,0,{'channels': ['self']},['TrumpChannel']
1151559496,Steve_Cortes,1,1,0,{'channels': ['self']},['TrumpChannel']
1191148156,MadisonCawthorn,5,5,0,{'channels': ['self']},['TrumpChannel']
1488618837,MadisonCawthornChat,1,0,1,{'channels': ['MadisonCawthorn']},['TrumpChannel']
1365461594,LaurenBoebert_CO,4,4,0,{'channels': ['self']},['TrumpChannel']
1162696510,ArizonaAudit,1,1,0,{'channels': ['self']},['TrumpChannel']
1229595346,MAGARevolution,1,1,0,{'channels': ['self']},['TrumpChannel']
1223008320,MAGARevolutionChat,1,0,1,{'channels': ['MAGARevolution']},['TrumpChannel']
1349957470,DBongino,5,5,0,{'channels': ['self']},['TrumpChannel']
1254284187,TerrenceKWilliams,4,4,0,{'channels': ['self']},['TrumpChannel']
1202360909,terrencekwilliamschat,1,0,1,{'channels': ['TerrenceKWilliams']},['TrumpChannel']
1469427430,BrandonTatum,1,1,0,{'channels': ['self']},['TrumpChannel']
1361496098,NewsmaxTV,4,4,0,{'channels': ['self']},['TrumpChannel']
1409521802,Andy_Ngo,61,60,1,{'channels': ['self']},"['TrumpChannel', 'Andy_Ngo']"
1477870931,DailyMaiI,1,1,0,{'channels': ['self']},['TrumpChannel']
1388718997,AlexBruesewitz,3,3,0,{'channels': ['self']},['TrumpChannel']
1173829750,LaraLTrump,1,1,0,{'channels': ['self']},['TrumpChannel']
1214872737,Daily_Caller,7,7,0,{'channels': ['self']},['TrumpChannel']
1397865931,realDailyWire,4,4,0,{'channels': ['self']},['TrumpChannel']
1273487030,ALXTheLord,6,6,0,{'channels': ['self']},['TrumpChannel']
1495910491,ScottAdams925,1,1,0,{'channels': ['self']},['TrumpChannel']
1190116618,OANNTV,2,2,0,{'channels': ['self']},['TrumpChannel']
1211729377,TrumpStudents,3,3,0,{'channels': ['self']},['TrumpChannel']
1470557935,Washington_Examiner,1,1,0,{'channels': ['self']},['TrumpChannel']
1287712473,thecjpearson,1,1,0,{'channels': ['self']},['TrumpChannel']
1448192804,GrahamAllen1,1,1,0,{'channels': ['self']},['TrumpChannel']
1493122667,RyanAFournier,1,1,0,{'channels': ['self']},['TrumpChannel']
1327073191,rsbnetwork,5,5,0,{'channels': ['self']},['TrumpChannel']
1295158110,ViralPolls,29,29,0,{'channels': ['self']},"['TrumpChannel', 'TrumpJr']"
1160758840,Breitbart,1,1,0,{'channels': ['self']},['TrumpChannel']
1300686753,MAGAWarRoom,4,4,0,{'channels': ['self']},['TrumpChannel']
1274115091,TrafalgarPolls,1,1,0,{'channels': ['self']},['TrumpChannel']
1288310848,Prager_U,1,1,0,{'channels': ['self']},['TrumpChannel']
1256460390,IsraelNowadays,1,1,0,{'channels': ['self']},['TrumpChannel']
1326180579,politsturm_international,32,31,1,{'channels': ['self']},['Politsturm_international']
1522327998,sturmconf_inter,19,17,2,{'channels': ['politsturm_international']},['Politsturm_international']
1803418713,prodmag_Z,1,1,0,{'channels': ['self']},['Politsturm_international']
1689830145,GIMPSART,1,1,0,{'channels': ['self']},['Politsturm_international']
1292629765,theredstream,34,33,1,{'channels': ['self']},['theredstream']
1566584280,AntiAtlanticism,1,1,0,{'channels': ['self']},['theredstream']
1773054665,capnhard,5,5,0,{'channels': ['self']},['theredstream']
1192889466,danielledsouzagill,1,1,0,{'channels': ['self']},['DineshJDSouza']
1378328618,JoePags,1,1,0,{'channels': ['self']},['DineshJDSouza']
1175628802,PagsChat,1,0,1,{'channels': ['JoePags']},['DineshJDSouza']
1324507054,associated_press_news,501,500,1,{'channels': ['self']},['Associated_press_news']
1606432449,nytimes,29,28,1,{'channels': ['self']},['Nytimes']
1694584269,WSJ_Official,137,136,1,{'channels': ['self']},['WSJ_official']
1475754218,RealRebelNews,239,238,1,{'channels': ['self']},['RealRebelNews']
1313918749,AviYeminiOfficial,216,216,0,{'channels': ['self']},['RealRebelNews']
1280798183,truenorthcanada,9,9,0,{'channels': ['self']},['RealRebelNews']
1913612460,fridaymorningbrewnewsletter,2,2,0,{'channels': ['self']},['RealRebelNews']
1817043280,ministersblog,2,2,0,{'channels': ['self']},['RealRebelNews']
1192801724,sverhderjava,9,9,0,{'channels': ['self']},['RealRebelNews']
1705085213,efenigson2,1,1,0,{'channels': ['self']},['RealRebelNews']
1318489644,yanky_pollak,77,77,0,{'channels': ['self']},['RealRebelNews']
1331985748,Yankysgroup,1,0,1,{'channels': ['yanky_pollak']},['RealRebelNews']
1377954416,andrewsaystv,35,35,0,{'channels': ['self']},['RealRebelNews']
1459149290,lewisbrackpool,58,58,0,{'channels': ['self']},['RealRebelNews']
1510341333,garethicke,1,1,0,{'channels': ['self']},['RealRebelNews']
1161434992,SteveLaws19,2,2,0,{'channels': ['self']},['RealRebelNews']
1629069468,maxim_boivin,13,13,0,{'channels': ['self']},['RealRebelNews']
1717238515,BraveNewNormal,2,2,0,{'channels': ['self']},['RealRebelNews']
1391050626,Cernovich,2,2,0,{'channels': ['self']},['RealRebelNews']
1261990259,Sav_Says,1,1,0,{'channels': ['self']},['RealRebelNews']
1015292296,YiddisheVinkel,1,1,0,{'channels': ['self']},['RealRebelNews']
1381868392,YiddisheVinkelGroup,1,0,1,{'channels': ['YiddisheVinkel']},['RealRebelNews']
1283844820,VinceDao,2,2,0,{'channels': ['self']},['RealRebelNews']
1078383576,yeshivaworldnews,1,1,0,{'channels': ['self']},['RealRebelNews']
