id,username,counter,from_messages,channel_request,channel_req_targeted_by,source
1619909453,ConflictChronicles,2,2,0,{'channels': ['self']},['Jack_Posobiec']
1693963971,PS_peoplesay,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1369578274,soledar_bakhmut_mariupol,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1761523256,slashbizchannel,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1538034327,slashbiz,1,0,1,{'channels': ['slashbizchannel']},['Jack_Posobiec']
1664587994,sensiblecatholicism,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1751786446,sensiblecatholics,1,0,1,{'channels': ['sensiblecatholicism']},['Jack_Posobiec']
1148563594,GenWarz,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1218378916,knightscathposting,14,14,0,{'channels': ['self']},['Jack_Posobiec']
1580738242,retardsoftiktok,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1522792021,clownworldtoday,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1511123742,thenarrowway,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1235322843,georgenews,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1193951369,georgechat,1,0,1,{'channels': ['georgenews']},['Jack_Posobiec']
1390885815,ascendtoheaven,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1444443883,Aq701,2,2,0,{'channels': ['self']},['Jack_Posobiec']
1377801388,youshuigongming,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1226800917,elon_alerts,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1277512758,QuiteInterestingInformation,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1559374319,MachiavelliRodStryker,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1524540627,MachiavellisMinions,1,0,1,{'channels': ['MachiavelliRodStryker']},['Jack_Posobiec']
1200497997,project_veritas,30,30,0,{'channels': ['self']},"['Jack_Posobiec', 'RaheemKassam', 'JamesOKeefeIII', 'NationalPulse', 'TrumpChannel']"
1193413031,KBlive,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1687072719,dailyrealtimenews,8,8,0,{'channels': ['self']},['Jack_Posobiec']
1591537692,RealTimeNewsDaily,1,0,1,{'channels': ['dailyrealtimenews']},['Jack_Posobiec']
1348157542,grugstrong,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1224761681,PepeDeluxed,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1327769806,ezazpie,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1274881717,ezazchat,1,0,1,{'channels': ['ezazpie']},['Jack_Posobiec']
1314345034,TruthHammer,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1337848451,stormypatriotjoe21,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1382201191,TheWashingtonPundit,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1399518914,TheWashingonPunditChat,1,0,1,{'channels': ['TheWashingtonPundit']},['Jack_Posobiec']
1227917167,MarkFinchemAZ,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1459513255,loomeredofficial,4,4,0,{'channels': ['self']},"['Jack_Posobiec', 'JamesOKeefeIII', 'TrumpChannel']"
1265355020,EnjoyTheD,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1911261049,DeclineEnjoyers,1,0,1,{'channels': ['EnjoyTheD']},['Jack_Posobiec']
1321593888,tupireport,2,2,0,{'channels': ['self']},['Jack_Posobiec']
1127981699,tupichat,1,0,1,{'channels': ['tupireport']},['Jack_Posobiec']
1738743147,hotptakes,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1714426677,phtchat,1,0,1,{'channels': ['hotptakes']},['Jack_Posobiec']
1435924810,ItalyQanons,2,2,0,{'channels': ['self']},['Jack_Posobiec']
1443026296,TRUreportingPosts,2,2,0,{'channels': ['self']},['Jack_Posobiec']
1716253789,cancelproof,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1796339420,fascinatingwomanhood,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1476013048,sandwichpress,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1217415403,drefanzor,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1320218918,drefanzorchat,1,0,1,{'channels': ['drefanzor']},['Jack_Posobiec']
1431381663,themeitryx,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1747573850,polskaposting,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1563361970,bazednfit,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1419769554,ukr_leaks_eng,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1478005647,TexasLindsay,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1161789591,WeTheMedia,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1918010981,WeTheMediaChat2,1,0,1,{'channels': ['WeTheMedia']},['Jack_Posobiec']
1436626673,itsbattlefortruth,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1323879954,redpillbabee,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1897250172,redpillbabeechat,1,0,1,{'channels': ['redpillbabee']},['Jack_Posobiec']
1462338131,real_DonaldJTrump,45,45,0,{'channels': ['self']},"['Jack_Posobiec', 'RaheemKassam', 'NationalPulse', 'TrumpChannel']"
1712474355,mapsukraine,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1276534058,JakeHoffman,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1732246036,AndrewKloster,2,2,0,{'channels': ['self']},['Jack_Posobiec']
1300461016,RealMarjorieGreene,5,5,0,{'channels': ['self']},"['Jack_Posobiec', 'TrumpChannel']"
1411852291,moscowtimes_en,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1253415143,mariupolnow,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1794672787,mariupolnowchat,1,0,1,{'channels': ['mariupolnow']},['Jack_Posobiec']
1777164947,Biden_Fake,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1672360211,nikohousert,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1111072403,truekpru,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1111348665,infantmilitario,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1236037451,faceofwar,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1214175257,faceeban,1,0,1,{'channels': ['faceofwar']},['Jack_Posobiec']
1122846719,rusfleet,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1633525712,RusEmbassyMinsk,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1138914412,Doninside,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1985590128,doninchat,1,0,1,{'channels': ['Doninside']},['Jack_Posobiec']
1746608515,TruckersForFreedomGlobal,2,2,0,{'channels': ['self']},['Jack_Posobiec']
1892685933,DiedSuddenlyNewsOriginal,1,0,1,{'channels': ['TruckersForFreedomGlobal']},['Jack_Posobiec']
1516468820,drtaylormarshall,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1435947075,TheTrumpist,1,1,0,{'channels': ['self']},['Jack_Posobiec']
1371071380,TheTrumpistGroup,1,0,1,{'channels': ['TheTrumpist']},['Jack_Posobiec']
1399513230,Absolute1776,2,2,0,{'channels': ['self']},"['RaheemKassam', 'NationalPulse']"
1765608515,JulianAssangeWikileaksReal,1,1,0,{'channels': ['self']},['RaheemKassam']
1232038614,RealGavinMcInnes,1,1,0,{'channels': ['self']},['JamesOKeefeIII']
1542612308,GavinMcInneschat,1,0,1,{'channels': ['RealGavinMcInnes']},['JamesOKeefeIII']
1601278492,projectveritasaction,5,5,0,{'channels': ['self']},['JamesOKeefeIII']
1459890679,TrumpChannel,42,41,1,{'channels': ['self']},"['JamesOKeefeIII', 'TrumpChannel']"
1265936035,ConservativesOnTelegram,8,8,0,{'channels': ['self']},"['JamesOKeefeIII', 'TrumpChannel']"
1420066358,LetsGoBrandon,19,19,0,{'channels': ['self']},['TrumpChannel']
1406147540,FightingTheCommies,23,23,0,{'channels': ['self']},['TrumpChannel']
1294256027,FearlessReport,10,10,0,{'channels': ['self']},['TrumpChannel']
1451751909,MEMEWAR24,10,10,0,{'channels': ['self']},['TrumpChannel']
1443119244,BREAKINGHEADLINES,26,26,0,{'channels': ['self']},['TrumpChannel']
1494683613,TakingBackAmerica,6,6,0,{'channels': ['self']},['TrumpChannel']
1396332892,DanScavinoFORCE,26,26,0,{'channels': ['self']},['TrumpChannel']
1196783243,trendingpolitics,9,9,0,{'channels': ['self']},['TrumpChannel']
1283286173,CandaceOnFire,4,4,0,{'channels': ['self']},['TrumpChannel']
1446225709,JamesWoodsFans,12,12,0,{'channels': ['self']},['TrumpChannel']
1447597072,CatturdFanClub,17,17,0,{'channels': ['self']},['TrumpChannel']
1430198615,LeeZeldin,2,2,0,{'channels': ['self']},['TrumpChannel']
1423461839,GorkaBeast,2,2,0,{'channels': ['self']},['TrumpChannel']
1572268654,TruckersForFreedomUSA,8,8,0,{'channels': ['self']},['TrumpChannel']
1557384522,AmericasDoctors,7,7,0,{'channels': ['self']},['TrumpChannel']
1759278216,theamericantribune,2,2,0,{'channels': ['self']},['TrumpChannel']
1868308960,TheAmericanTribuneChat,1,0,1,{'channels': ['theamericantribune']},['TrumpChannel']
1430871715,TheBabylonBee,27,27,0,{'channels': ['self']},['TrumpChannel']
1222613198,BREAK_ING,8,8,0,{'channels': ['self']},['TrumpChannel']
1422765723,DefyCableNews,15,15,0,{'channels': ['self']},['TrumpChannel']
1505531663,theijr,1,1,0,{'channels': ['self']},['TrumpChannel']
1420364954,RealDonaldoTrumpo,5,5,0,{'channels': ['self']},['TrumpChannel']
1327612611,MattWalshShow,2,2,0,{'channels': ['self']},['TrumpChannel']
1353088446,AmericanSpectator,23,23,0,{'channels': ['self']},['TrumpChannel']
1477144747,SaveOurChildrenUSA,3,3,0,{'channels': ['self']},['TrumpChannel']
1283676624,MarkRLevin,8,8,0,{'channels': ['self']},['TrumpChannel']
1462978404,WesternJournal,20,20,0,{'channels': ['self']},['TrumpChannel']
1242718395,DCEnquirer,2,2,0,{'channels': ['self']},['TrumpChannel']
1703783358,bohinesnc,1,1,0,{'channels': ['self']},['TrumpChannel']
1265710242,Jon_Voight,1,1,0,{'channels': ['self']},['TrumpChannel']
1405021412,TrumpJr,112,111,1,{'channels': ['self']},"['TrumpChannel', 'TrumpJr']"
1214967383,TrumpJrChat,2,0,2,{'channels': ['TrumpJr']},"['TrumpChannel', 'TrumpJr']"
1362973632,BasedRandPaul,1,1,0,{'channels': ['self']},['TrumpChannel']
1273979975,JessePrimetime,1,1,0,{'channels': ['self']},['TrumpChannel']
1165115565,DavidJHarrisJr,8,8,0,{'channels': ['self']},['TrumpChannel']
1150948788,DailyHonker,4,4,0,{'channels': ['self']},['TrumpChannel']
1338997959,trumprepublicans,1,1,0,{'channels': ['self']},['TrumpChannel']
1185290693,BenFerguson,8,8,0,{'channels': ['self']},['TrumpChannel']
1159683498,BenFergusonChat,1,0,1,{'channels': ['BenFerguson']},['TrumpChannel']
1362281610,KayleighMcEnany7,6,6,0,{'channels': ['self']},['TrumpChannel']
1401259760,MichaelRPompeo,7,7,0,{'channels': ['self']},['TrumpChannel']
1739020217,TruthUpdates,1,1,0,{'channels': ['self']},['TrumpChannel']
1286910958,JimJordanOH,3,3,0,{'channels': ['self']},['TrumpChannel']
1197839409,KevinSorbo,1,1,0,{'channels': ['self']},['TrumpChannel']
1461035007,JennyBethM,1,1,0,{'channels': ['self']},['TrumpChannel']
1223497695,MelaniaTrumpFan,2,2,0,{'channels': ['self']},['TrumpChannel']
1708447594,sprack,1,1,0,{'channels': ['self']},['TrumpChannel']
1157742664,epochtimes,7,7,0,{'channels': ['self']},['TrumpChannel']
1264301656,epochtimeschat,1,0,1,{'channels': ['epochtimes']},['TrumpChannel']
1359034275,FDRLSTT,1,1,0,{'channels': ['self']},['TrumpChannel']
1424701732,LouDobbz,1,1,0,{'channels': ['self']},['TrumpChannel']
1751351553,libsontiktok,1,1,0,{'channels': ['self']},['TrumpChannel']
1252205010,realDerekUtley,4,4,0,{'channels': ['self']},['TrumpChannel']
1446774338,FactsMatter_Roman,1,1,0,{'channels': ['self']},['TrumpChannel']
1278844630,WeAreBREITBART,2,2,0,{'channels': ['self']},['TrumpChannel']
1332495411,StevenCrowder,10,10,0,{'channels': ['self']},"['TrumpChannel', 'TrumpJr']"
1382619060,sethdillon,2,2,0,{'channels': ['self']},['TrumpChannel']
1292024994,Ron_DeSantis,2,2,0,{'channels': ['self']},['TrumpChannel']
1208655562,DC_Draino,6,6,0,{'channels': ['self']},['TrumpChannel']
